company_name,ticker_bb,gics_sector,gics_industry_group,gics_industry,gics_sub_industry,market_cap_mln_gbp,financial_year,executive_name,position,salary_amount,salary_currency,annual_bonus_amount,ltip_amount,pension_amount,benefits_amount,other_compensation_amount,total_compensation_amount,total_compensation_currency,is_pro_rata,pro_rata_notes,file_name,ar_link,source_link,source_attribution_tier,source_chunk_id
CMC Markets Plc,CMCX LN Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,1055.1,2024,Albert Soleiman,Chief Financial Officer,175000.0,GBP,141600.0,0.0,0.0,800.0,1100.0,318400.0,GBP,True,Figures reflect the period from 1 September 2023 to 31 March 2024 following his appointment to the Board.,cmc_markets_ar_2024,https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml,"=HYPERLINK(""https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml#page=108"",""p.108 of AR"")",2.0,
CMC Markets Plc,CMCX LN Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,1055.1,2023,Peter Cruddas,Chief Executive Officer,700000.0,GBP,137600.0,0.0,0.0,3000.0,0.0,840600.0,GBP,False,N/A,cmc_markets_ar_2024,https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml,"=HYPERLINK(""https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml#page=99"",""p.99 of AR"")",2.0,
CMC Markets Plc,CMCX LN Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,1055.1,2023,David Fineberg,Deputy Chief Executive Officer,350000.0,GBP,148200.0,110000.0,30800.0,1700.0,1800.0,642500.0,GBP,False,N/A,cmc_markets_ar_2024,https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml,"=HYPERLINK(""https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml#page=108"",""p.108 of AR"")",2.0,
CMC Markets Plc,CMCX LN Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,1055.1,2023,Euan Marshall,Executive Director,250000.0,GBP,72500.0,0.0,23200.0,1700.0,1800.0,349200.0,GBP,False,N/A,cmc_markets_ar_2024,https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml,"=HYPERLINK(""https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml#page=108"",""p.108 of AR"")",2.0,
CMC Markets Plc,CMCX LN Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,1055.1,2023,Matthew Lewis,Head of Asia Pacific & Canada,288200.0,GBP,131400.0,34600.0,13300.0,400.0,0.0,467900.0,GBP,False,N/A,cmc_markets_ar_2024,https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml,"=HYPERLINK(""https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml#page=108"",""p.108 of AR"")",2.0,
CMC Markets Plc,CMCX LN Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,1055.1,FY2025,Peter Cruddas,Chief Executive Officer,700000.0,GBP,365900.0,0.0,0.0,3000.0,0.0,1068900.0,GBP,False,Served full year,cmc_markets_ar_2025,https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml,"=HYPERLINK(""https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml#page=64"",""p.64 of AR"")",2.0,
CMC Markets Plc,CMCX LN Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,1055.1,FY2025,David Fineberg,Deputy Chief Executive Officer,365800.0,GBP,213700.0,342700.0,20600.0,2100.0,1800.0,946600.0,GBP,False,Served full year,cmc_markets_ar_2025,https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml,"=HYPERLINK(""https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml#page=76"",""p.76 of AR"")",2.0,
CMC Markets Plc,CMCX LN Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,1055.1,FY2025,Matthew Lewis,Head of ANZ,273500.0,GBP,250700.0,178800.0,38700.0,300.0,0.0,742900.0,GBP,False,Served full year,cmc_markets_ar_2025,https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml,"=HYPERLINK(""https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml#page=76"",""p.76 of AR"")",2.0,
CMC Markets Plc,CMCX LN Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,1055.1,FY2025,Albert Soleiman,Chief Financial Officer,269600.0,GBP,0.0,0.0,18400.0,1500.0,1700.0,291200.0,GBP,True,Resigned from the role of Chief Financial Officer with effect from 25 February 2025; figures are pro-rated to reflect partial year of service,cmc_markets_ar_2025,https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml,"=HYPERLINK(""https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml#page=76"",""p.76 of AR"")",2.0,
CMC Markets Plc,CMCX LN Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,1055.1,FY2024,Peter Cruddas,Chief Executive Officer,700000.0,GBP,254200.0,0.0,0.0,3000.0,0.0,957200.0,GBP,False,Served full year,cmc_markets_ar_2025,https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml,"=HYPERLINK(""https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml#page=64"",""p.64 of AR"")",2.0,
CMC Markets Plc,CMCX LN Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,1055.1,FY2024,David Fineberg,Deputy Chief Executive Officer,363100.0,GBP,276800.0,143800.0,25400.0,1500.0,1800.0,812400.0,GBP,False,Served full year,cmc_markets_ar_2025,https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml,"=HYPERLINK(""https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml#page=77"",""p.77 of AR"")",2.0,
CMC Markets Plc,CMCX LN Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,1055.1,FY2024,Matthew Lewis,Head of ANZ,288600.0,GBP,243100.0,89400.0,32000.0,400.0,0.0,653500.0,GBP,False,Served full year,cmc_markets_ar_2025,https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml,"=HYPERLINK(""https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml#page=77"",""p.77 of AR"")",2.0,
CMC Markets Plc,CMCX LN Equity,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,1055.1,FY2024,Albert Soleiman,Chief Financial Officer,175000.0,GBP,141600.0,0.0,0.0,800.0,1100.0,318400.0,GBP,True,"Appointed to the role of Chief Financial Officer during FY2024; salary of £175,000 reflects partial year in the Executive Director role (salary was subsequently £269,600 on a full-year basis in FY2025)",cmc_markets_ar_2025,https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml,"=HYPERLINK(""https://downloads.ctfassets.net/qjd94rsxb7ou/1BQ8NPMRLmRnQ5WYFmP6l5/489567b4852a29b7452a8917c3e902b1/213800VB75KAZBFH5U07-2025-03-31-T01.xhtml#page=77"",""p.77 of AR"")",2.0,
Coats Group Plc,COA LN Equity,Consumer Discretionary,Consumer Durables & Apparel,Textiles Apparel & Luxury Goods,Textiles,1566.9,2024,David Paja,Group CEO,240000.0,GBP,360000.0,1007700.0,28800.0,15700.0,0.0,1652200.0,GBP,True,"Appointed 1 September 2024. Salary and bonus pro-rated for time served from commencement of employment. The LTIP figure represents a buy-out award granted on 6 September 2024 to compensate for awards forfeited from previous employer, not subject to performance conditions.",coats_group_ar_2024,https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf,"=HYPERLINK(""https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf#page=93"",""p.93 of AR"")",2.0,
Coats Group Plc,COA LN Equity,Consumer Discretionary,Consumer Durables & Apparel,Textiles Apparel & Luxury Goods,Textiles,1566.9,2024,Rajiv Sharma,Group CEO (Former),527200.0,GBP,807000.0,1085000.0,63300.0,90700.0,0.0,2573100.0,GBP,True,"Departed 30 September 2024. Remuneration disclosed up to cessation date. Salary increased by 3.4% from 1 July 2024. Bonus pro-rated for period of employment and paid in cash (not deferred). LTIP includes £347,547 attributable to share price growth. Benefits include payment in lieu of untaken holidays.",coats_group_ar_2024,https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf,"=HYPERLINK(""https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf#page=90"",""p.90 of AR"")",2.0,
Coats Group Plc,COA LN Equity,Consumer Discretionary,Consumer Durables & Apparel,Textiles Apparel & Luxury Goods,Textiles,1566.9,2024,Jackie Callaway,Group CFO,453100.0,GBP,593400.0,692900.0,54400.0,28100.0,0.0,1821900.0,GBP,False,"Full year service. Salary increased by 10% from 1 July 2024 (exceptional increase to align with market rate, reflecting growth in role and exceptional performance). LTIP includes £221,970 attributable to share price growth.",coats_group_ar_2024,https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf,"=HYPERLINK(""https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf#page=90"",""p.90 of AR"")",2.0,
Coats Group Plc,COA LN Equity,Consumer Discretionary,Consumer Durables & Apparel,Textiles Apparel & Luxury Goods,Textiles,1566.9,2023,David Paja,Group CEO,0.0,GBP,0.0,0.0,0.0,0.0,0.0,0.0,GBP,False,Not employed by the company in 2023,coats_group_ar_2024,https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf,"=HYPERLINK(""https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf#page=91"",""p.91 of AR"")",2.0,
Coats Group Plc,COA LN Equity,Consumer Discretionary,Consumer Durables & Apparel,Textiles Apparel & Luxury Goods,Textiles,1566.9,2023,Rajiv Sharma,Group CEO,678500.0,GBP,693300.0,1401200.0,81400.0,46400.0,0.0,2900800.0,GBP,False,"Full year service. LTIP figure restated to reflect value on vesting date (7 March 2024) including dividend equivalents, using share price of £0.764. Includes £270,971 attributable to share price growth.",coats_group_ar_2024,https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf,"=HYPERLINK(""https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf#page=91"",""p.91 of AR"")",2.0,
Coats Group Plc,COA LN Equity,Consumer Discretionary,Consumer Durables & Apparel,Textiles Apparel & Luxury Goods,Textiles,1566.9,2023,Jackie Callaway,Group CFO,421300.0,GBP,358800.0,745700.0,50600.0,21800.0,0.0,1598100.0,GBP,False,"Full year service. LTIP figure restated to reflect value on vesting date (7 March 2024) including dividend equivalents. Includes £144,214 attributable to share price growth.",coats_group_ar_2024,https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf,"=HYPERLINK(""https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf#page=91"",""p.91 of AR"")",2.0,
Coats Group Plc,COA LN Equity,Consumer Discretionary,Consumer Durables & Apparel,Textiles Apparel & Luxury Goods,Textiles,1566.9,2025,David Paja,Group Chief Executive Officer,729000.0,GBP,830300.0,0.0,87500.0,52600.0,,1699300.0,GBP,False,Full year 2025,coats_group_ar_2025,https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf,"=HYPERLINK(""https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf#page=88"",""p.88 of AR"")",3.0,205.0
Coats Group Plc,COA LN Equity,Consumer Discretionary,Consumer Durables & Apparel,Textiles Apparel & Luxury Goods,Textiles,1566.9,2025,Hannah Nichols,Group Chief Financial Officer,318900.0,GBP,301000.0,0.0,38300.0,13500.0,,671700.0,GBP,True,"Joined the Group as Group CFO on 24 April 2025; base salary of £465,000 per annum, pro-rated for time served; annual bonus (max 125% of salary) also pro-rated",coats_group_ar_2025,https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf,"=HYPERLINK(""https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf#page=88"",""p.88 of AR"")",3.0,205.0
Coats Group Plc,COA LN Equity,Consumer Discretionary,Consumer Durables & Apparel,Textiles Apparel & Luxury Goods,Textiles,1566.9,2025,Jackie Callaway,Former Group CFO (departing Executive Director),197800.0,GBP,159600.0,311700.0,23700.0,11600.0,,704400.0,GBP,True,Departed as a mutually agreed leaver; bonus pro-rated to 31 May 2025; no new LTIP grant made to her in 2025 (LTIP figure relates to vesting of prior award); post-employment shareholding requirement fixed at cessation,coats_group_ar_2025,https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf,"=HYPERLINK(""https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf#page=88"",""p.88 of AR"")",3.0,205.0
Coats Group Plc,COA LN Equity,Consumer Discretionary,Consumer Durables & Apparel,Textiles Apparel & Luxury Goods,Textiles,1566.9,2024,David Paja,Group Chief Executive Officer,240000.0,GBP,360000.0,1007700.0,28800.0,15700.0,,1652200.0,GBP,True,Commenced employment as Group CEO on 1 September 2024; 2024 figures pro-rated for part-year service,coats_group_ar_2025,https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf,"=HYPERLINK(""https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf#page=88"",""p.88 of AR"")",3.0,205.0
Coats Group Plc,COA LN Equity,Consumer Discretionary,Consumer Durables & Apparel,Textiles Apparel & Luxury Goods,Textiles,1566.9,2024,Hannah Nichols,Group Chief Financial Officer,,,,,,,,0.0,GBP,True,N/A — Not employed by the Group in 2024,coats_group_ar_2025,https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf,"=HYPERLINK(""https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf#page=88"",""p.88 of AR"")",3.0,205.0
Coats Group Plc,COA LN Equity,Consumer Discretionary,Consumer Durables & Apparel,Textiles Apparel & Luxury Goods,Textiles,1566.9,2024,Jackie Callaway,"Group Chief Financial Officer (during 2024, full year)",453100.0,GBP,593400.0,623300.0,54400.0,28100.0,,1752200.0,GBP,False,Full year 2024,coats_group_ar_2025,https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf,"=HYPERLINK(""https://cdn.coats.com/wp-content/uploads/Coats-Group-plc-2025-Annual-Report.pdf#page=88"",""p.88 of AR"")",3.0,205.0
Coca-Cola Europacific Partners Plc,CCEP LN Equity,Consumer Staples,Food Beverage & Tobacco,Beverages,Soft Drinks & Non-alcoholic Beverages,29776.8,FY2024,Damian Gammell,Chief Executive Officer (CEO),1260000.0,GBP,2343000.0,10196000.0,28000.0,75000.0,0.0,13902000.0,GBP,False,"Served full year. Note: a 2.0% salary increase was effective 1 April 2024 (from £1,241,440 to £1,266,269), resulting in a blended full-year salary figure of £1,260,000. Benefits of £75,000 comprise: car allowance £14,000, financial planning allowance £10,000, schooling allowance £25,000 net, family private medical coverage £4,000, plus additional items to reach reported total. Pension of £28,000 is aligned to wider GB workforce; total CCEP payment was £30,000 inclusive of employer National Insurance contributions, so actual benefit received is less than £30,000. Fixed Pay Sub-total: £1,363,000. Annual Bonus of £2,343,000 represents 52% of maximum, based on BPF of 108% of target and IPF of 1.15x. LTIP of £10,196,000 relates to 2022 LTIP award vesting at 1.85x target after downward discretion applied; value based on share price of US$80.95/£62.81 on vest date of 10 March 2025, including £682,000 cash dividend equivalents; approximately £4,176,000 attributable to share price appreciation. Variable Remuneration Sub-total: £12,539,000.",coca_cola_europacific_partners_ar_2025,https://www.cocacolaep.com/assets/Global/Investors/2025-Annual-Report/CCEP-Annual-Report-and-Form-20-F-2025.pdf,"=HYPERLINK(""https://www.cocacolaep.com/assets/Global/Investors/2025-Annual-Report/CCEP-Annual-Report-and-Form-20-F-2025.pdf#page=143"",""p.143 of AR"")",2.0,
Coca-Cola Europacific Partners Plc,CCEP LN Equity,Consumer Staples,Food Beverage & Tobacco,Beverages,Soft Drinks & Non-alcoholic Beverages,29776.8,FY2023,Damian Gammell,Chief Executive Officer (CEO),1235000.0,GBP,3525000.0,8273000.0,27000.0,99000.0,0.0,13159000.0,GBP,False,"Served full year. Fixed Pay Sub-total: £1,361,000. Annual Bonus of £3,525,000 represents 79.3% of maximum. LTIP of £8,273,000 is restated from £7,396,000 originally reported, to reflect actual share price on vesting date of US$70.92/£55.70 on 15 March 2024, applied to 138,201 vested shares plus £574,000 cash dividend equivalents. Variable Remuneration Sub-total: £11,798,000. Only one executive director (Damian Gammell, CEO) is listed in the single figure remuneration table; no CFO or other executive directors appear in the audited single figure table. All figures are in GBP and expressed in £'000s in the source table.",coca_cola_europacific_partners_ar_2025,https://www.cocacolaep.com/assets/Global/Investors/2025-Annual-Report/CCEP-Annual-Report-and-Form-20-F-2025.pdf,"=HYPERLINK(""https://www.cocacolaep.com/assets/Global/Investors/2025-Annual-Report/CCEP-Annual-Report-and-Form-20-F-2025.pdf#page=143"",""p.143 of AR"")",2.0,
Coca-Cola HBC,CCH LN Equity,Consumer Staples,Food Beverage & Tobacco,Beverages,Soft Drinks & Non-alcoholic Beverages,14994.1,2024,Zoran Bogdanovic,Chief Executive Officer,926000.0,EUR,983000.0,3936000.0,141000.0,767000.0,28000.0,6781000.0,EUR,False,Not applicable - served full year,coca_cola_hbc_ar_2024,https://www.coca-colahellenic.com/content/dam/cch/us/documents/oar2025/Coca-Cola-HBC-Integrated-Annual-Report-2025.pdf.downloadasset.pdf,"=HYPERLINK(""https://www.coca-colahellenic.com/content/dam/cch/us/documents/oar2025/Coca-Cola-HBC-Integrated-Annual-Report-2025.pdf.downloadasset.pdf#page=242"",""p.242 of AR"")",2.0,
Coca-Cola HBC,CCH LN Equity,Consumer Staples,Food Beverage & Tobacco,Beverages,Soft Drinks & Non-alcoholic Beverages,14994.1,2023,Zoran Bogdanovic,Chief Executive Officer,875000.0,EUR,950000.0,2817000.0,148000.0,678000.0,26000.0,5494000.0,EUR,False,Not applicable - served full year,coca_cola_hbc_ar_2024,https://www.coca-colahellenic.com/content/dam/cch/us/documents/oar2025/Coca-Cola-HBC-Integrated-Annual-Report-2025.pdf.downloadasset.pdf,"=HYPERLINK(""https://www.coca-colahellenic.com/content/dam/cch/us/documents/oar2025/Coca-Cola-HBC-Integrated-Annual-Report-2025.pdf.downloadasset.pdf#page=242"",""p.242 of AR"")",2.0,
Coca-Cola HBC,CCH LN Equity,Consumer Staples,Food Beverage & Tobacco,Beverages,Soft Drinks & Non-alcoholic Beverages,14994.1,FY2025,Zoran Bogdanovic,Chief Executive Officer,1036000.0,EUR,1181000.0,6522000.0,163000.0,871000.0,61000.0,9834000.0,EUR,False,"Served the full year (year ended 31 December 2025). Total Fixed Remuneration: €2,070,000; Total Variable Remuneration: €7,764,000. Benefits include housing allowance, company car/car allowance, cost-of-living adjustment, trip allowance, partner allowance, exchange rate protection, tax equalisation and tax filing support, including gross-ups for tax on benefits. Pension is a defined benefit pension plan under Swiss law; employer contributions at 15% of base salary, including risk and administration costs of €7,120. Annual Bonus (MIP) payout receivable in 2026 for 2025 performance year; equivalent to 109% of salary / 55% of maximum; no discretionary adjustment applied. LTIP (PSP) reflects 2023 PSP award vesting in early 2026: 146,116 shares plus 11,724 dividend equivalent shares; valued at average market price over last three months of FY2025; 2023 award increased by €2,723,936 since grant date due to share price appreciation; figure will be restated at actual vesting price in next year's report.",coca_cola_hbc_ar_2025,https://www.coca-colahellenic.com/content/dam/cch/us/documents/oar2025/Coca-Cola-HBC-Integrated-Annual-Report-2025.pdf.downloadasset.pdf,"=HYPERLINK(""https://www.coca-colahellenic.com/content/dam/cch/us/documents/oar2025/Coca-Cola-HBC-Integrated-Annual-Report-2025.pdf.downloadasset.pdf#page=258"",""p.258 of AR"")",2.0,
Coca-Cola HBC,CCH LN Equity,Consumer Staples,Food Beverage & Tobacco,Beverages,Soft Drinks & Non-alcoholic Beverages,14994.1,FY2024,Zoran Bogdanovic,Chief Executive Officer,926000.0,EUR,983000.0,4886000.0,141000.0,767000.0,28000.0,7731000.0,EUR,False,"Served the full year (year ended 31 December 2024). Total Fixed Remuneration: €1,834,000; Total Variable Remuneration: €5,897,000. Benefits include cash and non-cash benefits: housing allowance, company car/car allowance, cost-of-living adjustment, trip allowance, partner allowance, exchange rate protection, tax equalisation and tax filing support. Pension is a defined benefit pension plan under Swiss law at 15% of base salary. Annual Bonus (MIP) payout for 2024 performance year. LTIP (PSP) reflects 2022 PSP award; restated at actual vesting share price as noted in the 2025 report.",coca_cola_hbc_ar_2025,https://www.coca-colahellenic.com/content/dam/cch/us/documents/oar2025/Coca-Cola-HBC-Integrated-Annual-Report-2025.pdf.downloadasset.pdf,"=HYPERLINK(""https://www.coca-colahellenic.com/content/dam/cch/us/documents/oar2025/Coca-Cola-HBC-Integrated-Annual-Report-2025.pdf.downloadasset.pdf#page=258"",""p.258 of AR"")",2.0,
Compass Group Plc,CPG LN Equity,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Restaurants,54342.0,2024,Dominic Blakemore,Group CEO,1144000.0,GBP,2320000.0,5943000.0,69000.0,23000.0,,9499000.0,GBP,False,Full year service,compass_group_ar_2024,https://www.compass-group.com/content/dam/compass-group/corporate/oar-2025/oar-page/annual-report-2025.pdf,"=HYPERLINK(""https://www.compass-group.com/content/dam/compass-group/corporate/oar-2025/oar-page/annual-report-2025.pdf#page=92"",""p.92 of AR"")",2.0,
Compass Group Plc,CPG LN Equity,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Restaurants,54342.0,2024,Petros Parras,Group CFO,617000.0,GBP,925000.0,0.0,37000.0,66000.0,,1645000.0,GBP,True,"Appointed to the Board as Group CFO on 1 December 2023. Base salary of £740,000 effective from appointment date. Bonus earned for period 1 October to 30 November 2023 (prior to appointment as director) is not included in the bonus figure.",compass_group_ar_2024,https://www.compass-group.com/content/dam/compass-group/corporate/oar-2025/oar-page/annual-report-2025.pdf,"=HYPERLINK(""https://www.compass-group.com/content/dam/compass-group/corporate/oar-2025/oar-page/annual-report-2025.pdf#page=92"",""p.92 of AR"")",2.0,
Compass Group Plc,CPG LN Equity,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Restaurants,54342.0,2024,Palmer Brown,"Group COO, North America",1043000.0,GBP,1654000.0,3571000.0,63000.0,110000.0,,6441000.0,GBP,True,"Appointed as Group COO, North America on 1 December 2023 (previously Group CFO). Benefits include expatriate assignment costs relating to relocation from US to UK and return to US.",compass_group_ar_2024,https://www.compass-group.com/content/dam/compass-group/corporate/oar-2025/oar-page/annual-report-2025.pdf,"=HYPERLINK(""https://www.compass-group.com/content/dam/compass-group/corporate/oar-2025/oar-page/annual-report-2025.pdf#page=92"",""p.92 of AR"")",2.0,
Compass Group Plc,CPG LN Equity,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Restaurants,54342.0,2024,Gary Green,Former executive director,214000.0,GBP,320000.0,4764000.0,13000.0,6000.0,,5317000.0,GBP,True,"Figures pro-rated for time in office during the year (departed 30 November 2023). For the period between serving as a director and retiring as an employee, Gary received additional salary (£461k), pension (£28k), benefits (£68k) and bonus (£641k).",compass_group_ar_2024,https://www.compass-group.com/content/dam/compass-group/corporate/oar-2025/oar-page/annual-report-2025.pdf,"=HYPERLINK(""https://www.compass-group.com/content/dam/compass-group/corporate/oar-2025/oar-page/annual-report-2025.pdf#page=109"",""p.109 of AR"")",2.0,
Compass Group Plc,CPG LN Equity,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Restaurants,54342.0,2023,Dominic Blakemore,Group CEO,1083000.0,GBP,2190000.0,4122000.0,75000.0,28000.0,,7498000.0,GBP,False,Full year service,compass_group_ar_2024,https://www.compass-group.com/content/dam/compass-group/corporate/oar-2025/oar-page/annual-report-2025.pdf,"=HYPERLINK(""https://www.compass-group.com/content/dam/compass-group/corporate/oar-2025/oar-page/annual-report-2025.pdf#page=109"",""p.109 of AR"")",2.0,
